JEWELL,From the name JEWEL
JEZEBEL,Impure
JIANNA,God's Grace
JIHAN,Of the World
JILL,Girl/Sweetheart
JILLIAN,From the name JILL
JIM,From the name JAMES
JIMMY,From the name JAMES
JIN,Tenderness (Jp)
JIRA,Related by Blood (Af)
JIRO,The Second Male (Jp)
JOAN,From the name JOANNE
JOANN,From the name JOANNE
JOANNA,From the name JOANNE
JOANNE,God is Gracious
JOB,Afflicted One
JOCASTA,Cheerful
JOCELYN,Light Hearted
JOCK,Short form of JACOB or JOHN
JODI,From JOHANNA
JODIE,Praised
JODY,Short for JOSEPH
JOE,From the name JOSEPH
JOEL,God is Willing
JOELLE,God is Willing
JOEY,From the name JOSEPH
JOHANNA,God is Gracious
JOHN,God Is Merciful
JOHNNY,From the name JOHN
JOIE,Joy
JOLA,Pretty
JOLENE,Dim. of JOLIE
JOLIE,Pleasant, Happy (Fr)
JON,From the name JOHN
JONAH,A Dove
JONATHAN,From the name JOHN
JONNY,From the name JOHN
JORDAN,To Flow, Descend
JOREN,Farmer
JORGE,From the name GEORGE
JORN,Vigilant Watchman
JORRYN,The one God loves
JORY,Descending
JOSE,From the name JOSEPH (Sp)
JOSEF,God will Increase
JOSEPH,God will Increase
JOSEPHINE,Fem. form of JOSEPH
JOSH,From the name JOSHUA
JOSHUA,Jehovah Saves
JOSHWA,God Saves
JOSIAH,Fire of the Lord
JOSIE,God Will Add
JOSUE,Form of JOSHUA (Sp)
JOVAN,Majestic
JOVIANNE,Majestic
JOVITA,Happy
JOY,Joy
JOYCE,Merry
JOYLYN,Joyful One
JUAN,From the name JOHN (Sp)
JUANA,God is beneficent (Hb)
JUANDALYNN,FROM GWENDOLYN
JUANITA,From the name JOANNE (Sp)
JUBAL,Ram (Hb)
JUD,Praised
JUDAH,Praised
JUDD,Praised
JUDE,From the name JUDITH
JUDITH,Praise or Jewish Woman
JUDSON,Son of Jud
JUDY,From the name JUDITH
JUJI,Heap of Love (Af)
JULES,Youthful
JULIA,Soft-haired, youthful
JULIAN,Youthful
JULIANA,Soft-haired
JULIANNA,From the name JULIA & ANNE
JULIANNE,From the name JULIA & ANNE
JULIE,From the name JULIA
JULIET,Soft-haired
JULIO,Form of JULIAN (Sp)
JULISHA,To Make Known (Af)
JULY,From the name JULIA
JUMOKE,Everyone Loves Him (Af)
JUN,Truth (Ch)
JUNE,From June
JUNIOR,The Young, Child
JUSTIN,Just or True
JUSTINE,From the name JUSTIN
JUSTISE,Just
KABIBE,Little Lady
KABILI,Possession (Af)
KACELA,Hunter (Af)
KACHINA,Sacred Dancer (Nat.Am)
KACY,From initials K.C.
KADEEM,Servant (Ar)
KAEL,Mighty Warrior
KAELIN,Rejoicer, Waterfall Pool
KAETHE,From the name KATHARINE (Gr)
KAHLILIA,FROM KHALIL
KAI,Ocean (HI)
KAIKURA,Ground Squirrel (Af)
KAILEY,Laurel, Crown
KAITLYN,Pure
KALEA,Bright, Clear
KALEI,One who Works for the King (Af)
KALEIGH,Laurel, Crown
KALEY,Form of KELLY
KALI,Dark Goddess
KALIN,Form of CALEB
KALINDA,The Sun
KALISTA,Most Beautiful One
KALLI,Energy, Black Goddess
KAMAL,The Perfect One
KAMALI,Spirit Guide, Protector
KAME,Desolate, Arid (Af)
KAMELLA,Young Ceremonial Attendant
KAMERYN,Crooked Nose
KAMILIA,Ceremonial Attendant (Po)
KANDE,Firstborn Daughter (Af)
KANE,Honor, Tribute
KARA,Sweet Melody
KARAN,Tyrant (Af)
KARE,Enormous
KAREEM,Noble, Exalted
KAREN,From Catharine
KARENA,Pure One
KARI,Pure of Heart
KARIK,Form of CARRICK
KARIM,From the name KAREEM
KARIMAH,Generous One (Af)
KARINA,Dear Little One
KARIS,Grace (Gk)
KARL,From the name CHARLES (Gr)
KARLA,Strong and Womanly
KARLI,Little and Womanly
KARMA,Fate
KARMINA,Song, Songstress
KARNA,Horn of an Animal
KARSTON,Anointed
KASEKO,Mock, Ridicule (Af)
KASI,From the Holy City
KASIM,Controller of Anger (Af)
KASPAR,From the name CASPER (Gr)
KASSIA,Pure (Po)
KAT,From the name CATHERINE
KATA,Worthy (Jp)
KATE,From the name CATHERINE
KATELIN,From KATHERINE and LYNN
KATHARINE,Pure, Virginal
KATHERINE,Pure, Virginal
KATHIE,Dim. of KATHERINE
KATHLEEN,From KATHERINE and LYNN
KATHRYN,Pure
KATHY,Dim. of KATHERINE
KATIE,From the name (K)CATHERINE
KATINA,Pure, Unsullied
KATO,Pure, Unsullied
KATRINA,Pure
KATUNGI,Rich
KATY,From the name (K)CATHERINE
KAULA,Buying (Af)
KAWENA,Rosy Reflection in the Sky
KAY,From the name (K)CATHERINE
KAYA,Wise Child (Nat.Am)
KAYCEE,Initals K and C
KAYLA,From the name (K)CATHERINE
KAYLANA,From KAY and LANA
KAYLEE,From KAY and LEE also see CHAELI
KAYO,From Initials K.O.
KAYONGA,Ash
KAZ,Dim. of CASSIUS
KAZI,Work (Af)
KAZU,First (Jp)
KEAGAN,Son of Eagan, Fiery
KEAIRA,Little Dark One
KEB,Earth
KEDEM,Old, Ancient
KEDMA,Towars the East
KEEFE,From KEEFER
KEEFER,Noble, Gentle
KEEGAN,Son of Eagan, Fiery
KEELAN,Lean (Gk)
KEELIA,From the name KEELY
KEELY,Beauty
KEENA,Brave
KEENAN,Little and Ancient
KEENE,Wise, Learned
KEEYA,Garden Flower
KEFIRA,A Young Lioness
KEI,Sandy, White (Af)
KEIJI,Lead Cautiously (Jp)
KEIKI,Child (HI)
KEIR,Black (Ir)
KEIRA,Black Haired
KEIRAN,Little and Dark
KEITA,Forest
KEITARO,Blessed (Jp)
KEITH,The Wind
KELBY,Place by the Flowing Water
KELDA,A Fountain
KELE,Sparrow Hawk (Nat.Am)
KELII,Chief (HI)
KELILA,Drinking Cup
KELLAN,Powerful
KELLEE,From the name KELLY
KELLEN,Powerful
KELLEY,Warrior or Warriorwoman
KELLI,From the name KELLY
KELLSIE,Island of the Ships
KELLY,Of the Kelts/Celts
KELSEY,Island of the Ships
KELTON,A Town of Celts
KELVIN,Friend of Ships
KEN,From the name KENNETH
KENDA,Nine or December (Af)
KENDALL,Valley of the River Kent
KENDI,The Loved One (Af)
KENDIS,From the name KENNA
KENDRA,Water Baby, Magical
KENISHA,Gorgeous WOman
KENLEY,Royal Meadow
KENNA,Child, Kin
KENNAN,Form of KEENE
KENNEDI,Helmeted Chief
KENNEDY,Royal
KENNETH,Handsome
KENNY,From the name KENNETH
KENT,Bright White
KENTON,From the town of Kent
KENYI,Male Born after 3+ Girls (Af)
KENYON,Blond, White-haired
KENZIE,Light Skinned
KEOLA,the Life (HI)
KEON,Derivitive of Leon (Af-Am)
KERDA,Loyal
KEREN,Name (Hb)
KERMIT,Free Man
KERN,Dark Haired Child (Ir)
KERR,A Marshland
KERRI,Dark and Mysterious
KERRY,Dark Princess
KESIN,Beggar
KETARA,A Crown
KEVIN,Handsome, Beautiful
KEVINA,From KEVIN
KEYANNA,Gracious
KHALIDA,Immortal, Everlasting
KHALIL,Friend
KHALIPHA,Successor
KHIRY,benevolent
KIA,Hill (Af)
KIAH,God is Strength
KIANA,From QUIANA
KIANDRA,From KENDRA
KIBIBE,Little Lady
KIDEN,Female Born after 3+ Boys (Af)
KIERAN,Little Dark One
KIERSTEN,Annointed
KIHO,Fog (Af)
KIKI,Short for names beginning with K
KILEY,Good Looking
KILLIAN,Conflict (Ir)
KIM,From the name KIMBERLY
KIMBALL,Leader of the Warriors
KIMBERLY,A Diamond-filled Rock
KIMI,She Who is Without Equal (Jp)
KIMMY,From the name KIMBERLY
KIN,Golden
KINA,China (HI)
KINFE,Wing (Af)
KING,Ruler
KINGSTON,From the King's town
KINIPELA,Wave (HI)
KIOKO,Meets World with Happiness (Jp)
KIONE,Someone Who Comes from Nowhere (Af)
KIORA,Love
KIPLING,Cured Salmon
KIPP,From the name KIPLING
KIRA,Sun
KIRABO,Gift from God (Af)
KIRAL,Supreme Chief (Tk)
KIRBY,A Church
KIRI,From the name KIRA
KIRIL,Lordly One (Gk)
KIRK,From the Church
KIROS,The King (Af)
KIRRA,Leaf
KIRSI,Amaranth Blossoms
KIRSTEN,From the name KRISTEN
KISHA,Kitten
KISHI,Night (Nat.Am)
KITA,Translation of Kitty (Sp)
KITOKO,Beautiful (Af)
KITRA,A Crown
KITTY,Little Cat, or See CATHERINE
KIYOSHI,Quiet Child (Jp)
KIZZY,Cinnamon (Hb)
KLAUS,Leader in Victory (Gr)
KLITOS,General
KNUT,Knot (Po)
KODA,Last Born, Mother's Pet (Af)
KOEN,Honest Counselor
KOKO,Stork (Jp)
KOLTON,Coal Town
KONANE,Lunar Glow (HI)
KOREN,Maiden (Gk)
KORENE,Maiden
KORI,Girl (Gk)
KORY,Hollow
KOSTYA,Faithful (Rs)
KOTO,Harp (Jp)
KOURTNEY,From the Court
KOZUE,Tree Branches (Jp)
KRIS,From the name KRISTEN
KRISTA,From the name KRISTEN
KRISTEN,Christ-bearer
KRISTIN,From the name KRISTEN
KRISTINA,From the name KRISTEN
KRISTINE,Christ-bearer
KRISTOPHER,Christbearer
KRYSTYN,Christian, Annointed
KUMA,Bear (Jp)
KUMI,Braid (Jp)
KUMIKO,Braid (Jp)
KURA,Treasure House (Jp)
KURI,Chestnut (Jp)
KURON,Thanks (Af)
KURT,From the name CURTIS OR CONRAD
KWANITA,God is Gracious (Nat.Am)
KYLA,From the name Lovely
KYLE,Wood (Ir) or Handsome (Bt)
KYLEIGH,Fem. form of KYLE
KYLENE,From the name Kyle
KYLER,Form of TYLER
KYLIA,Form of KYLA
KYLIE,Fem. form of KYLE
KYNA,Family, Kin
KYNAN,Chief (Wl)
KYNTHIA,Moon (Gk)
KYRA,Ladylike
KYRENE,Lord, God
KYRIA,Ladylike
L'PREE,The Prize
LA DON,The Lady
LACEY,From the name LARISSA
LACHLAN,Lake or Fjord
LACY,From the name LARISSA
LADDIE,Attendant
LAEL,of God (Hb)
LAHELA,Form of RACHEL (HI)
LAINA,Route or Path
LAIRD,Head of Household (Scot.)
LAJUAN,From the name JOHN
LAJUANA,From the name JOHN (Af-Am)
LAKIN,Sim. Lakia, Found Treasure
LALE,To Sing a Lullabye, Soothe
LALEH,From LEILA
LALI,Form of Eulalie
LALITA,She Who Plays
LALO,From the name LALE
LAMAR,Of The Sea
LAMONT,The Mountain
LAN,Flower Name (Vt)
LANA,A distant Place
LANAI,Terrace, Veranda
LANAYA,Lime Tree
LANCE,Spear
LANCELOT,Land
LANDEN,Grassy Plain
LANDERS,From the name LANDRY
LANDIS,From the name LANDRY
LANDON,Grassy Plain
LANDRY,Rough Land
LANE,To Move On
LANELLE,Female Version of Lane, an English Place Name
LANG,Tall One
LANGER,From the name LANG
LANGSTON,A Long, Narrow Town
LANI,Sky
LANKSTON,From LANGSTON
LANZA,Attendant
LAQUETA,The Quiet One
LARA,From the name LAURA
LARAINE,Form of LORRAINE
LAREINA,The Queen (Sp)
LARISSA,Cheerful
LARK,Songbird
LARRY,From the name LAWRENCE
LARS,From the name LAWRENCE (Nd)
LARUE,The Street
LARVALL,The Well in the Lowlands
LASCA,Army or Soldier
LASSIE,Young Girl, Maiden
LASZLO,Form of LAZARUS
LATANYA,Daughter of TANYA
LATHAM,A Division
LATHROP,Barn
LATIKA,Hindu God
LATIMER,Near the Sea
LATISHA,From LETICIA
LAURA,Laurel-Crowned
LAUREN,From the name LAURA
LAURENCE,From the name LAWRENCE
LAURIE,From the name LAURA
LAVAL,Lord
LAVE,Lord
LAVERNE,Like the Spring
LAVEY,From the name LEVI
LAVI,Lion
LAVONN,Wood
LAVONNE,Wood
LAWANDA,Form of JOAN
LAWRENCE,Laurel-Crowned
LAWRENCIA,From the name LAWRENCE
LAYLA,Dark Beauty
LAYNE,From the name LAYNE
LAZAR,From the name LAZARUS
LAZARUS,God Has Helped
LEA,Fatigued
LEAH,Female Ruler
LEAL,Faithful
LEALA,Loyal
LEANDER,Brave Man / Lion Man
LEANE,Graceful Willow
LEANNA,Graceful Willow
LEANNE,Canoe Maker
LEAVITT,Baker
LECEA,From ALICIA
LEDA,Spartan Queen
LEDELL,Spartan Queen
LEE,Field Meadow
LEENA,Illumination
LEETO,Journey (Af)
LEHANA,One Who Refuses (Af)
LEIA,Weary
LEIF,Beloved
LEIGH,From the name LEE
LEILA,Dark Beauty
LEILANI,Heavenly Flower
LEIMOMI,Wreath of Pearls
LEL,Taker
LELA,Lofty (Sp)
LELAND,Meadowland
LELIA,Fair Speech (Gk)
LEMUEL,Devoted to God (Hb)
LENA,Temptress, Illustrious
LENCHO,Lion (Af)
LENKA,Illumination (Cz)
LENORA,From the name LEONA
LENORE,From the name LEONA
LENTE,Spring
LEO,A Lion (It)
LEOLA,From the name LEONA
LEOMA,From the name LEONA
LEON,From the name LEONARD
LEONA,Like A Lion
LEONARD,Like A Lion
LEONE,Lion (It)
LEONIE,Lioness
LEONORA,From the name LEONA
LEONZAL,Lion's House
LEOPOLD,Daring Ones (Gr)
LEORA,Light
LERATO,Love
LEROY,The King
LES,From the name LESTER
LESA,Consecreted to God
LESLEY,From the name LESLIE
LESLIE,Meadowlands
LESTER,From Leicester
LETITIA,Joy, Gladness
LEV,Heart (Hb)
LEVANA,Uplift
LEVERETT,Young Hare (Fr)
LEVI,Joined To
LEVIA,Combine Forces (Hb)
LEVON,Spice
LEWA,Beautiful (Af)
LEWIS,From the name LOUIS
LEX,A Word
LEXI,From the name ALEXANDER
LEXINE,Defender of Mankind
LIA,From the name LEAH
LIAM,Determined Guardian
LIAN,Graceful as a Willow (Ch)
LIANA,To Wrap or Bind
LIBBA,From the name ELIZABETH
LIBBY,From the name ELIZABETH
LIBERTY,Freedom
LIDA,Beloved by All
LIDIA,Province in Asia (Po)
LIEN,Lotus Flower (Ch)
LIKO,Bud (HI)
LILA,From the name LILAC
LILAC,Bluish
LILAH,From the name LILAC
LILIA,From the name LILAC (Rs)
LILIHA,Angry Disregard (HI)
LILITH,Of the Night
LILLI,From the name LILLIAN
LILLIAN,A Lily, or God's Oath
LILO,Generous One (HI)
LILY,From the name LILLIAN
LIN,From the name LINDA
LINA,Light (It)
LINCOLN,Lithe
LINDA,Pretty One
LINDLEY,Pasture
LINDSAY,From the name LINDSEY
LINDSEY,Linden Trees Near the Water
LINDY,From the name LINDSEY OR LINDA
LINUS,Flaxen Colored
LIONA,Lioness
LIONEL,From the name LEON
LIRIT,Musical Grace (Hb)
LISA,From the name ELIZABETH
LISBET,From the name ELIZABETH
LISETTE,Consecrated to God
LISIMBA,Lion
LISLE,Of the Island
LIV,From the name OLIVIA
LIVANA,Lunar
LIVI,From the name OLIVIA
LIVIA,From the name OLIVIA
LIVVY,From the name OLIVER
LIXUE,Beautiful Snow (Ch)
LIZ,From the name ELIZABETH
LIZA,From the name ELIZABETH
LIZBETH,From the name ELIZABETH
LIZINA,Suave
LLEWELLYN,Like a Lion
LLOYD,Grey
LOBA,To Talk (Af)
LOBO,Wolf (Sp)
LOCKE,Forest
LOGAN,Small Cove
LOIS,Feminine form of LOUIS
LOLA,Form of CARLOTA (Sp)
LOLONYO,Love is Beautiful (Af)
LOLOVIVI,Love is Sweet (Af)
LONA,Lioness
LONATO,Flint Stone (Nat.Am)
LONDON,Fortress of the Moon
LONNA,A Distant Place
LONNIE,Handsome One
LONNIT,Imposter
LORA,From the name LAURA
LORELEI,Melody
LORENA,Crowned with Laurel
LORENZO,From the name LAWRENCE (It/Sp)
LORETTA,Pet form of LAURA
LORI,From the name LAURA
LORIMER,Harness Maker (Lt)
LORIN,Crowned with Laurel
LORING,Famous in War (Fr)
LORNA,Alone, Solitude
LORNE,From the name LAWRENCE
LORRAINE,From the name LAURA
LORRETTA,Dim. of LORETTA
LOTTA,From the name CHARLOTTE
LOTTE,From the name CHARLOTTE
LOTUS,The Flower
LOU,From the name LOUIS
LOUGHLIN,Scandinavian
LOUIS,Famous in Battle
LOUISA,Feminine form of LOUIS
LOUISE,From the name LOUISA
LOURA,From LAURA
LOURANA,From LOURA and ANA
LOURDES,Section of France where Virgin Mary was seen
LOURINE,Pet Form of LOURA
LOVE,Love
LOVEY,Loved One
LOVIE,Loved One
LOWELL,Beloved
LUAM,Peaceful, Calm (Af)
LUANA,Female Warrior
LUCAS,From the name LUCUS
LUCE,From the name LUCUS
LUCIA,Light (It)
LUCIAN,Man of Light
LUCIE,From the name LUCILLE
LUCILLE,Light
LUCINDA,Beautiful Light
LUCIO,Bringer of Light (It)
LUCIUS,From the name LUCUS
LUCRETIA,Full of Light
LUCUS,Light
LUCY,From the name LUCILLE OR LUCUS
LUDLOW,Mountain of the Chief
LUDWIG,Famous Victories (Gr)
LUIGI,Warrior (It)
LUIS,From the name LOUIS (Sp)
LUKE,From the name LUCUS
LULA,From the name LOUISE
LULLI,From the name LALE
LULU,From the name LOUISA
LUNA,The Moon
LUNDY,By the Island (Nd)
LUNETTE,Form of LUNA
LUPE,From the name GUADALUPE
LUPITA,From the name GUADALUPE
LUTHANDO,Love
LUTHER,Warring Ones
LYDE,Hill
LYDIA,A Maiden from Lydia, Greece
LYLE,From the name LISLE
LYN,From the name LINDA
LYNCH,Sailor (Ir)
LYNDA,From the name LINDA
LYNDE,From the name LYNDON
LYNDEL,Pretty
LYNDON,Flexible
LYNDSEY,Camp Near Stream
LYNELLE,Pretty
LYNETTE,From the name LINDA
LYNLEY,Meadow near the Brook
LYNN,From the name LINDA
LYNNA,Waterfall
LYNNE,From the name LINDA
LYNNEA,Pretty
LYNTON,Town near the Brook
LYRE,A fork from river or glen
LYRIS,A Harp or Lyre
LYSA,From the name LISA
LYSANDER,He who will Free Us (Gk)
LYSANDRA,Liberator
MAARTEN,Don't Deceive
MAAT,Truth, Law (Af)
MABEL,My Beautiful One
MAC,Son Of ..
MACAYLE,Form of MICHAELA (Ir)
MACHA,Plain
MACKENZIE,Son of Kenneth
MACY,Enduring
MADDOX,Son of the Patron
MADELEINE,From the name MADELINE
MADELIA,From the name MADELINE
MADELINE,High Tower
MADGE,From the name MARGARET
MADISON,Son of Matthew
MADONNA,Mother
MADRA,From the name MADONNA
MADRONA,From the name MADONNA
MAE,From the name MARY
MAEKO,Honest Child
MAEMI,Honest Child (Jp)
MAERON,Bitter (Ir)
MAERYN,Bitter
MAEVE,Goddess
MAGAN,Competant
MAGDA,High Tower
MAGDALENA,Woman from Magdala
MAGDALENE,From the name MADELINE
MAGEE,Son of Hugh
MAGGIE,From the name MARGARET
MAGNAR,Strength Warrior (Po)
MAGNOLIA,From the flower
MAHA,Beautiful Eyes (Af)
MAHALA,From the name MAHALIA
MAHALIA,Smart, Intelligent
MAHARI,Forgiver (Af)
MAHDI,The Expected One (Af)
MAIA,From MAYA
MAIK,Now (HI)
MAILLE,Form of MOLLY (Ir)
MAIMUN,Lucky
MAIRE,Irish form of Mary
MAIRI,Gaelic for Mary, Sea of Bitterness
MAISIE,Pearl
MAJ,A Pearl
MAJOR,Better (Lt)
MAKAILA,Who is Like God
MAKALE,From the name McHALE
MAKALO,Wondering (Af)
MAKANI,The Wind (HI)
MAKENNA,Happiness (Af)
MAKYA,One who Hunts Eagles (Nat.Am)
MALACHI,My Messenger
MALAIKA,Angel (Af)
MALANA,Light
MALAYA,Free
MALCOLM,A Dove
MALEAH,Unique Little Girl/Beautiful Young Woman
MALIA,Bitter (Nat.Am) or Calm Waters (HI)
MALINA,Tower, Soothing
MALISSA,Honey Bee
MALKA,Queen
MALLORY,Ill-fated Luck (Fr)
MALO,Winner (HI)
MALOMO,Don't Go Anymore (Af)
MALONE,Servant of St. John
MALORY,From the name MALLORY
MANA,Psychic Gifts
MANDEL,Almond (Gr)
MANDELL,Almond (Gr)
MANDY,From the name AMANDA
MANICA,From the Nica (Af)
MANNING,Son of Man
MANON,Heroine in French Novel (Fr)
MANSA,King (Af)
MANUEL,God In Us (Hb)
MANUELA,God is With Us
MARA,Bitter or Sorrowful
MARC,Warlike
MARCEL,From the name MARC
MARCELL,Warlike
MARCELLA,From the name MARCIA
MARCELLO,Brave
MARCELLUS,Young Fighter
MARCIA,Brave
MARCIE,From the name MARCIA
MARCO,From the name MARC (Sp/It)
MARCUS,From the name MARC
MARCY,From the name MARCIA
MARDELL,Meadow Near the Lake
MARDI,Form of MARTHA
MARE,The Sea
MAREE,From MARY or MARIE
MAREK,Warlike (Po)
MAREN,Contraction of MARILYN
MARENDA,Form of MIRANDA
MARGARET,A Pearl
MARGARITA,From the name MARGARET
MARGE,From the name MARGARET
MARGO,Pearl (Fr)
MARGOT,From the name MARGARET
MARGUERITE,From the name MARGARET
MARI,Wished-For Child
MARIA,From the name MARY
MARIAH,Bitter, God is my Teacher
MARIAM,Wished-For Child
MARIANNE,From the name MARY AND ANNA
MARIATU,Pure (Af)
MARIBEL,From MARY and BELLE
MARIBETH,Bitter Sea, House of God
MARIE,From the name MARY
MARIEL,Pet form of MARY
MARIETTA,From the name MARY
MARIGOLD,From the flower
MARIJKE,Bitter
MARIKA,Bitter
MARILU,From the name MARY and LUCILLE
MARILYN,Descendants of MARY
MARIN,Of the Sea
MARINA,From the Sea
MARINEL,Of the Sea
MARIO,Sailor
MARION,From the name MARY AND ANNA
MARIS,Of the Sea
MARISA,Of the Sea
MARISELA,From the Sea
MARISOL,Sunny Sea
MARISSA,Of the Sea
MARIUS,Sailor, Roman Clan Name
MARJEAN,Coral, Gracious
MARJORIE,From the name MARGARET
MARK,From the name MARC
MARKA,Steady Rain (Af)
MARLAS,High Tower
MARLENE,From the name MARILYN
MARLI,From the name MARILYN
MARLIE,From the name MARILYN
MARLIN,From the name MARILYN
MARLO,From the name MARILYN
MARLON,Wild Falcon (Fr)
MARLOW,Slope by the Pond
MARLY,From the name MARILYN
MARNIE,From the name MARINA
MARNIN,Joy Giver (Hb)
MARNINA,Rejoice
MARO,Myself (Jp)
MARRIM,Chinese Tribe (Ch)
MARSHA,Form of MARCIA
MARSHALL,Horse Keeper
MARTA,From the name MARTHA
MARTHA,Lady
MARTIN,Warlike
MARTINA,Who Loves Everyone, Warlike
MARTY,From the name MARTIN
MARV,From the name MARVIN
MARVA,Sage (the plant)
MARVEL,To Wonder, Admire
MARVELA,Marvelous
MARVENE,From the name MARVIN
MARVIN,Friend of the Sea
MARY,From the name MIRIAM
MASADA,Foundation, Support
MASHAKA,Trouble (Af)
MASON,Stone worker
MASSIMO,Greatest
MATANA,Blessing (Hb)
MATEO,Devoted to God (Gk)
MATHILDA,Might, Power
MATHILDE,From the name MATILDA
MATIA,From MATILDA
MATIAS,Var. of Matthias
MATILDA,Might, Power
MATILDE,Strong in War (Gr)
MATRIKA,Mother
MATSU,Pine (Jp)
MATT,From the name MATTHEW
MATTEO,From MATTHEW (It)
MATTHEW,Gift of God
MATTHIAS,From the name MATTHEW
MATTOX,Sweet
MATTY,From the name MATILDA
MAUDE,From the name MADELINE
MAULI,Black (HI)
MAURA,Dark
MAUREEN,Dark
MAURICE,Moor, Dark Skinned
MAURILIO,Moor
MAURIZIO,Moor, Dark Haired
MAURO,Of Brown Skin (Lt)
MAUVE,Purplish Color
MAVERICK,Wildly Independent (Am)
MAVIS,The Thrush
MAX,From the name MAXIMILIAN
MAXIM,From the name MAXIMILIAN
MAXIMA,Miracle Worker
MAXIME,From the name MAXIMILIAN
MAXIMILIAN,Great
MAXIMOS,Greatest (Gk)
MAXINE,Greatest
MAXWELL,Great Spring
MAY,Contraction of MARY
MAYA,Messenger of the Gods
MAYAN,Of the Earth
MAYDA,Maiden
MAYES,A Field
MAYLIN,Great Waterfall
MAYNARD,Powerful, brave
MCKALE,From the name MICHAEL
MCKAYLA,From MICHAELA (Who is Like God?)
MCKENNA,Son of Ken or Kenna
MEA,Mine
MEAD,From the Pasture
MEARA,Merry
MEDA,Prophet (Nat.Am)
MEDARD,A Meadow
MEDEA,Goddess/Sorceress (Gk)
MEG,Pearl (Ir)
MEGAN,Pearl (Ir)
MEGED,Goodness
MEHALIA,From the name MAHALIA
MEI,May (HI)
MEIR,One Who Shines
MEKELLE,Who is like God?
MEL,From the name MELVIN
MELANIA,Dark Skinned (Lt)
MELANIE,Dark-Skinned
MELANTHA,Form of MELANIE
MELBA,Melvin
MELCHIOR,A King
MELE,Hawaiian form of MARY
MELI,Bitter (Nat.Am)
MELIA,Flatterer, Industrious
MELINA,Bright Yellow (Gk)
MELINDA,From the name MELANIE
MELIORA,Better
MELISANDE,Strength (Gr)
MELISSA,A Honey Bee
MELITA,Form of MELISSA (It)
MELODY,Song-like
MELORA,Improve
MELOSA,Sweetlike (Sp)
MELVA,From the name MELVIN
MELVIN,Mill Worker
MELVINA,Armored Chief
MELVYN,From the name MELVIN
MENDEL,Scholarly Accomplishments
MENORA,Candelabra
MERCEDES,Mercies
MERCER,Merchant
MERCIA,Mercy
MERCY,Compassion
MEREDITH,Protector from the Sea
MERIA,Rebellious One (Af)
MERIS,Of the Sea
MERLE,A Bird
MERLIN,By the Sea
MERRILL,From the name MERLE
MERRITT,Small but Famous
MERRY,From the name MEREDITH or Happy
MERTON,Town near the Pond
MERV,From the name MARVIN
MERVIN,From the name MARVIN
MERVYN,From the name MARVIN
MERYL,From the name MERLE
MERYLE,From the name MERLE
MESHAL,Born in the Lunar Month of Aries
MESSINA,The Spoiler (Af)
METEA,Gentle (Gk)
METTABEL,Favored by God
MIA,From the name AMELIA
MICAH,Who is like God
MICHAEL,Who is like God?
MICHAELA,Feminine form of MICHAEL (Ir)
MICHAL,Brook, First Wife of King David
MICHEL,Form of Michael (Fr)
MICHELE,From the name MICHAEL (Fr)
MICHELINE,Who Is Like God
MICHELLE,From the name MICHAEL
MICHON,Who is like God
MICK,From the name MICHAEL
MICKEY,From the name MICHAEL
MICOL,Queen (Hb)
MIEKO,Already Prosperous
MIETTE,Small Sweet Thing
MIGDANA,Gift
MIGNON,Delicate, Graceful
MIKA,Wise Little Raccoon (Nat.Am)
MIKAILI,God Like (Af)
MIKE,From the name MICHAEL
MIKHAIL,From the name MICHAEL (Rs)
MIKI,Flower Stalk (Jp)
MIKKEL,Who is like God?
MILAN,From Milan Italy
MILANDU,A Case to Answer (Af)
MILDRED,Mild Strength
MILES,Soldier
MILI,Who is for Me?
MILIANI,Gentle Caress (HI)
MILLER,Mill Worker
MILLICENT,Strong Work
MILLIE,From the name MILDRED
MILLS,Near the Mills
MILLY,From the name MILDRED
MILO,From the name MILES (Gr)
MILT,From the name MILTON
MILTON,From the Mill Town
MIMI,From the name MIRIAM (Fr)
MINA,South (Jp)
MINDA,Knowledge
MINDY,Honey
MINERVA,Goddess of Wisdom (Lt)
MINIYA,Much Expected of Her (Af)
MINNA,Remembrance
MINNIE,Contraction of MARY
MINOR,Junior, Younger
MINTY,Collector of Thoughts, Determined Protector
MIO,Mine (Sp) or 3-times strong (Jp)
MIRA,From the name MIRANDA
MIRABEL,Of Uncommon Beauty
MIRABELLE,Of wondrous Beauty
MIRACLE,Miracle
MIRANDA,Admirable, Beautiful
MIRCEA,Marvelous, Wonderful
MIREILLE,From of MIRELLA
MIRELLA,Jehovah Spoke
MIRIAM,Mistress of the Sea
MIRIT,Bitter
MIROSLAV,Peace Celebration
MIRRA,From the name MIRANDA
MISAE,White Hot Sun (Nat.Am)
MISHA,From the name MICHAEL
MISTY,Covered With Mist, Dew
MISU,Ripples in the Water (Nat.Am)
MITCH,From the name MICHAEL
MITCHEL,From the name MICHAEL
MITCHELL,Form of MICHAEL
MIYA,Sacred House
MIYANDA,Roots (Af)
MIYOKO,Beautiful Child (Jp)
MIZELL,Tiny Gnat
MOANA,Ocean
MOANNA,Ocean (HI)
MODESTA,Shy, Modest
MODESTY,Without Conceit
MOHAMMED,From the name MUHAMMAD
MOHAN,Wonderful
MOINA,Gentle, Soft
MOIRA,Great
MOKE,Form of Moses (HI)
